Title,Release_Date,release_year,Vote_Average,Popularity,Vote_Count,Original_Language,Genre,genres_list,main_genre,Overview,Poster_Url,combined_features
Blacklight,2022-02-10,2022,5.1,533.903,88,en,"Action, Thriller","['Action', 'Thriller']",Action,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,https://image.tmdb.org/t/p/original/bv9dy8mnwftdY2j6gG39gCfSFpV.jpg,action thriller travis block is a shadowy government agent who specializes in removing operatives whose covers have been exposed. he then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.
Ron's Gone Wrong,2021-10-15,2021,8.1,509.277,1000,en,"Animation, Science Fiction, Family, Comedy","['Animation', 'Science Fiction', 'Family', 'Comedy']",Animation,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",https://image.tmdb.org/t/p/original/7M0uwPgwvPONdFG0jk8TPK09xJU.jpg,"animation science fiction family comedy in a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do."
Free Guy,2021-08-11,2021,7.7,447.872,5158,en,"Comedy, Action, Adventure, Science Fiction","['Comedy', 'Action', 'Adventure', 'Science Fiction']",Comedy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,https://image.tmdb.org/t/p/original/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,comedy action adventure science fiction a bank teller called guy realizes he is a background character in an open world video game called free city that will soon go offline.
Cruella,2021-05-26,2021,8.2,429.613,6675,en,"Comedy, Crime","['Comedy', 'Crime']",Comedy,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",https://image.tmdb.org/t/p/original/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,"comedy crime in 1970s london amidst the punk rock revolution, a young grifter named estella is determined to make a name for herself with her designs. she befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the london streets. one day, estella’s flair for fashion catches the eye of the baroness von hellman, a fashion legend who is devastatingly chic and terrifyingly haute. but their relationship sets in motion a course of events and revelations that will cause estella to embrace her wicked side and become the raucous, fashionable and revenge-bent cruella."
The Suicide Squad,2021-07-28,2021,7.7,424.983,5689,en,"Action, Adventure, Fantasy","['Action', 'Adventure', 'Fantasy']",Action,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",https://image.tmdb.org/t/p/original/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,"action adventure fantasy supervillains harley quinn, bloodsport, peacemaker and a collection of nutty cons at belle reve prison join the super-secret, super-shady task force x as they are dropped off at the remote, enemy-infused island of corto maltese."
The Simpsons in Plusaversary,2021-11-12,2021,6.6,418.589,251,en,"Animation, Comedy, Fantasy","['Animation', 'Comedy', 'Fantasy']",Animation,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",https://image.tmdb.org/t/p/original/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,"animation comedy fantasy the simpsons host a disney+ day party and everyone is on the list… except homer. with friends from across the service and music fit for a disney princess, plusaversary is springfield's event of the year."
Forgive Us Our Trespasses,2022-01-17,2022,6.3,409.688,27,en,"Drama, War","['Drama', 'War']",Drama,"Targeted by Nazis as they hunt down and murder people with disabilities, a boy with a limb difference makes a daring decision while running for his life.",https://image.tmdb.org/t/p/original/4RYZSHM3eaxXAnjbgNiVaqmekL8.jpg,"drama war targeted by nazis as they hunt down and murder people with disabilities, a boy with a limb difference makes a daring decision while running for his life."
Luca,2021-06-17,2021,8.0,408.749,5886,en,"Animation, Comedy, Family, Fantasy","['Animation', 'Comedy', 'Family', 'Fantasy']",Animation,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,https://image.tmdb.org/t/p/original/jTswp6KyDYKtvC52GbHagrZbGvD.jpg,animation comedy family fantasy luca and his best friend alberto experience an unforgettable summer on the italian riviera. but all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.
Mortal Kombat,2021-04-07,2021,7.2,402.273,4447,en,"Action, Fantasy, Adventure","['Action', 'Fantasy', 'Adventure']",Action,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",https://image.tmdb.org/t/p/original/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,"action fantasy adventure washed-up mma fighter cole young, unaware of his heritage, and hunted by emperor shang tsung's best warrior, sub-zero, seeks out and trains with earth's greatest champions as he prepares to stand against the enemies of outworld in a high stakes battle for the universe."
Zack Snyder's Justice League,2021-03-18,2021,8.3,398.461,7414,en,"Action, Adventure, Fantasy, Science Fiction","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Action,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",https://image.tmdb.org/t/p/original/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,"action adventure fantasy science fiction determined to ensure superman's ultimate sacrifice was not in vain, bruce wayne aligns forces with diana prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
Mother/Android,2021-12-17,2021,5.8,398.12,422,en,"Science Fiction, Thriller","['Science Fiction', 'Thriller']",Science Fiction,"Georgia and her boyfriend Sam go on a treacherous journey to escape their country, which is caught in an unexpected war with artificial intelligence. Days away from the arrival of their first child, the couple must face No Man’s Land—a stronghold of the android uprising—in hopes of reaching safety before giving birth.",https://image.tmdb.org/t/p/original/rO3nV9d1wzHEWsC7xgwxotjZQpM.jpg,"science fiction thriller georgia and her boyfriend sam go on a treacherous journey to escape their country, which is caught in an unexpected war with artificial intelligence. days away from the arrival of their first child, the couple must face no man’s land—a stronghold of the android uprising—in hopes of reaching safety before giving birth."
Exploits of a Young Don Juan,1986-11-04,1986,5.5,396.948,88,fr,"Comedy, Drama","['Comedy', 'Drama']",Comedy,"Roger is a 16-year-old who seeks to lose his virginity in this erotic drama. His initial efforts are unsuccessful, but World War I breaks out and men are seen marching off to battle. Roger goes overboard when he is presented with several amorous opportunities.",https://image.tmdb.org/t/p/original/oZvMcGvyTfrFLny6i3RJONQb5C9.jpg,"comedy drama roger is a 16-year-old who seeks to lose his virginity in this erotic drama. his initial efforts are unsuccessful, but world war i breaks out and men are seen marching off to battle. roger goes overboard when he is presented with several amorous opportunities."
Dune,2021-09-15,2021,7.9,394.295,6237,en,"Science Fiction, Adventure","['Science Fiction', 'Adventure']",Science Fiction,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",https://image.tmdb.org/t/p/original/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,"science fiction adventure paul atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. as malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."
The Last Warrior: Root of Evil,2021-01-01,2021,7.1,391.957,89,ru,"Fantasy, Adventure, Comedy","['Fantasy', 'Adventure', 'Comedy']",Fantasy,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",https://image.tmdb.org/t/p/original/4qE7mvUYGY5epfcgeJpM6EfHgq5.jpg,"fantasy adventure comedy peace and tranquility have set in belogorie. the evil was defeated and ivan is now enjoying his well-deserved fame. he is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. luckily, he has his magic sword to cut a gap between the worlds to get some supplies quite regularly. but when an ancient evil rises and the existence of the magic world is put to danger, ivan has to team up with his old friends and his new rivals. they will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to belogorie."
